addr,ch,name, ratio,devId,semaId
1,101,机房环境温度,1800001,18101001
1,102,机房环境湿度,1800001,18102001
1,103,变送器1,0700001,07106001
1,104,变送器2,0700001,07107001
1,105,,,
1,106,,,
1,107,,,
1,108,,,
1,001,水浸告警,1800001,18001001
1,002,门磁,1700001,17005001
1,003,,,
1,004,,,
2,101,机房环境温度,1800002,18101001
2,102,机房环境湿度,1800002,18102001
2,103,变送器1,0700002,07106001
2,104,变送器2,0700002,07107001
2,105,,,
2,106,,,
2,107,,,
2,108,,,
2,001,水浸告警,1800002,18001001
2,002,门磁,1700001,17005002
2,003,,,
2,004,,,
