信号标准名,信号ID,单位,告警时,正常时,关联ID,比较逻辑,回差,A告警级别,A告警门限,A告警延时（秒）,A绝对阀值,A百分比阀值,告警级别,告警门限,告警延时（秒）,绝对阀值,百分比阀值,告警级别,告警门限,告警延时（秒）,绝对阀值,百分比阀值,告警级别,告警门限,告警延时（秒）,绝对阀值,百分比阀值
门磁开关状态,17005001,,开,正常,,,,,,0,,,,,0,,,,,0,,,,,0,,

