Type,Command(功能码+起始地址+读取个数),Value,ID,Signal,BitLength,ByteLength,ratio,
Get,0310040004,,,,,3,,
,,,16118001,频率F,,2,100,
,,,16101001,线电压Uab,,,,
,,,16102001,线电压Ubc,,,,
,,,16103001,线电压Uca,,,,
,,,,,,,,
,,,16104001,A相电压Ua,,2,10,
,,,16105001,B相电压Ub,,2,10,
,,,16106001,C相电压Uc,,2,10,
,,,16121001,设备系统时间,,,,
,,,16002001,交流电压过高告警,,,,
,,,16003001,交流电压过低告警,,,,
,,,16004001,交流缺相告警,,,,
,,,16001001,交流输入停电告警,,,,
,,,16005001,第1路(市电)电压过低告警,,,,
,,,16006001,第2路(油机)有电压告警,,,,
